"ScientificName","Trophic.level","diet_percent_prot","diet_percent_carb","diet_percent_fat","taxonID","CommonName","Category","pch","color"
"Homo sapiens",2.1,2.7683600871731,6.74925516811955,1.27737222914072,9606,"human","Mammals","m","orange2"
