Var1,CLPmodel_max_ATP,CLPmodel_maxATP_AMP2g,CLPmodel_maxATP_AMP5g,CLPmodel_maxATP_AMP10g,CLPmodel_maxATP_AMPunlimited
9606,6.27604611576206,12.0360461157612,20.676046115754,35.0760461157697,481.649412467218
9646,8.33785263878133,14.0978526387724,22.7378526387763,37.1378526387667,452.774291116362
9913,4.3922011744003,10.1522011743885,18.7922011743964,33.1922011743914,469.3409614132
9838,4.39220117438352,10.1522011743915,18.7922011743974,33.1922011743919,469.606077368011
9925,4.39220117438045,10.1522011742327,18.7922011745896,33.1922011747152,358.720123844972
9749,40.1991227268853,45.9591227267423,54.5991227267402,68.9991227267746,340.479774798155
10181,4.39220117439922,10.15220117438,18.7922011743983,33.1922011744013,408.899201253814
9785,4.39220117438987,10.152201174396,18.7922011743985,33.192201174397,469.606077367996
9541,19.2233200158651,24.9833200158736,33.6233200158775,48.0233200158626,414.312645507627
9544,10.9322621669004,16.6922621669039,25.3322621668965,39.7322621669048,455.80453451399
13616,30.5159753477478,36.2759753477503,44.9159753477565,59.3159753477512,259.72339972539
10089,15.480246837692,21.2402468377039,29.8802468376966,44.280246837684,414.709885846171
10090,15.480246837841,21.2402468376551,29.8802468376834,44.280246837642,381.770771955795
10093,15.4802468376891,21.240246837687,29.8802468376947,44.2802468376898,414.709885846208
9258,6.57271956485546e-12,5.76000000000681,14.400000000004,28.8000000000104,366.758564800023
9940,4.39220117438718,10.1522011745896,18.7922011745127,33.1922011742516,469.606077368034
9597,8.68732532265048,14.4473253226414,23.0873253226496,37.4873253226496,463.675607335964
38626,4.39220117412909,10.1522011743847,18.7922011743931,33.1922011743821,469.606077368034
9755,37.0365744485439,42.7965744485629,51.4365744485452,65.8365744485516,353.637220946058
9601,10.0355052981508,15.7955052981684,24.4355052981725,38.8355052981603,455.777271327842
61621,4.3922011743921,10.152201174289,18.7922011749101,33.1922011747805,496.991621407554
61622,6.19993458846578,11.9599345884654,20.5999345884718,34.99993458846,486.444770464104
9305,42.1958131198182,47.9558131198089,56.5958131198135,70.9958131198097,272.295916906011
9823,17.4969465872037,23.2569465872129,31.8969465872027,46.2969465872058,410.086044527487
9627,38.8598933197019,44.6198933197033,53.2598933197017,67.6598933197345,261.024555847032
244447,42.3074882455449,48.0674882456728,56.7074882456825,71.107488245666,381.032886715564
7962,32.1873448965312,37.9473448966892,46.5873448966966,60.9873448966945,373.065759771218
8010,42.3074882458363,48.0674882456319,56.7074882455231,71.1074882456138,381.032886715566
7998,32.8198549365296,38.5798549365256,47.219854936513,61.6198549365176,374.294195894728
74940,42.307488245621,48.0674882455236,56.707488245466,71.1074882455449,376.043702538615
8128,15.6950825715653,21.4550825715619,30.0950825715644,44.4950825715635,423.344386960187
8030,42.3074882455573,48.0674882457608,56.707488245598,71.1074882456938,381.032886715556
41447,42.3074882459023,48.0674882458046,56.707488245526,71.1074882458927,381.032886715443
1841481,34.9282166132903,40.6882166131348,49.328216613248,63.7282166135211,378.388976399765
